Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Month,Day,Hour,Latitude_x,Longitude_x,Latitude_y,Longitude_y,Latitude,Longitude
467,,2020-01-20 10:00:00,20-01-2020 16:12,Chennai,208,FRAUD,39,M,Knife,Other Crime,13,Yes,2020-03-27 12:00:00,2020,1,20,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
468,,2020-01-20 11:00:00,20-01-2020 17:58,Delhi,354,DRUG OFFENSE,67,F,Blunt Object,Other Crime,12,Yes,2020-03-31 05:00:00,2020,1,20,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
469,,2020-01-20 12:00:00,21-01-2020 01:02,Patna,471,ARSON,74,F,Knife,Fire Accident,1,Yes,2020-01-31 05:00:00,2020,1,20,,25.6093239,85.1235252,25.6093239,85.1235252,25.6093239,85.1235252
473,,2020-01-20 16:00:00,21-01-2020 12:11,Ludhiana,182,PUBLIC INTOXICATION,43,F,Knife,Other Crime,17,Yes,2020-02-13 10:00:00,2020,1,20,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
474,,2020-01-20 17:00:00,21-01-2020 14:29,Nagpur,426,COUNTERFEITING,45,M,Blunt Object,Other Crime,6,Yes,2020-02-29 07:00:00,2020,1,20,,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
477,,2020-01-20 20:00:00,21-01-2020 13:05,Hyderabad,201,ROBBERY,47,M,Other,Violent Crime,9,Yes,2020-06-12 03:00:00,2020,1,20,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
479,,2020-01-20 22:00:00,21-01-2020 01:20,Meerut,398,SHOPLIFTING,57,M,Other,Other Crime,17,Yes,2020-03-20 16:00:00,2020,1,20,,29.0018557,77.7679671,29.0018557,77.7679671,29.0018557,77.7679671
481,,2020-01-21 00:00:00,21-01-2020 21:30,Bangalore,552,SEXUAL ASSAULT,39,F,Unknown,Violent Crime,9,Yes,2020-12-03 11:00:00,2020,1,21,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
482,,2020-01-21 01:00:00,21-01-2020 08:40,Ahmedabad,115,HOMICIDE,12,M,Poison,Other Crime,7,Yes,2021-05-19 03:00:00,2020,1,21,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
486,,2020-01-21 05:00:00,21-01-2020 08:40,Ghaziabad,380,BURGLARY,15,M,Other,Other Crime,17,Yes,2020-04-10 23:00:00,2020,1,21,,28.7749966,77.4586967,28.7749966,77.4586967,28.7749966,77.4586967
488,,2020-01-21 07:00:00,22-01-2020 05:39,Chennai,242,CYBERCRIME,32,F,Poison,Other Crime,3,Yes,2020-04-11 10:00:00,2020,1,21,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
491,,2020-01-21 10:00:00,21-01-2020 12:19,Chennai,510,SHOPLIFTING,60,M,Other,Other Crime,3,Yes,2020-01-30 12:00:00,2020,1,21,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
494,,2020-01-21 13:00:00,21-01-2020 15:55,Mumbai,316,VEHICLE - STOLEN,28,F,Firearm,Violent Crime,17,Yes,2020-03-30 06:00:00,2020,1,21,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
495,,2020-01-21 14:00:00,22-01-2020 08:46,Jaipur,288,IDENTITY THEFT,63,F,Firearm,Violent Crime,19,Yes,2020-02-07 22:00:00,2020,1,21,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
497,,2020-01-21 16:00:00,22-01-2020 10:45,Kolkata,529,VEHICLE - STOLEN,75,M,Firearm,Violent Crime,6,Yes,2020-03-10 22:00:00,2020,1,21,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
499,,2020-01-21 18:00:00,21-01-2020 21:14,Bangalore,401,BURGLARY,31,F,Explosives,Other Crime,3,Yes,2020-06-13 16:00:00,2020,1,21,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
500,,2020-01-21 19:00:00,21-01-2020 21:10,Chennai,580,ARSON,67,F,Knife,Fire Accident,3,Yes,2020-04-06 02:00:00,2020,1,21,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
501,,2020-01-21 20:00:00,22-01-2020 08:30,Mumbai,408,SHOPLIFTING,18,M,Unknown,Other Crime,19,Yes,2020-04-14 23:00:00,2020,1,21,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
504,,2020-01-21 23:00:00,22-01-2020 07:27,Pune,522,SHOPLIFTING,70,F,Blunt Object,Other Crime,19,Yes,2020-02-17 01:00:00,2020,1,21,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
506,,2020-01-22 01:00:00,22-01-2020 23:28,Kolkata,464,HOMICIDE,16,F,Explosives,Other Crime,5,Yes,2020-10-03 06:00:00,2020,1,22,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
512,,2020-01-22 07:00:00,22-01-2020 21:05,Meerut,374,PUBLIC INTOXICATION,65,F,Poison,Other Crime,10,Yes,2020-02-15 20:00:00,2020,1,22,,29.0018557,77.7679671,29.0018557,77.7679671,29.0018557,77.7679671
513,,2020-01-22 08:00:00,23-01-2020 05:41,Jaipur,597,EXTORTION,71,F,Unknown,Other Crime,11,Yes,2020-02-14 06:00:00,2020,1,22,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
514,,2020-01-22 09:00:00,22-01-2020 22:27,Nashik,510,COUNTERFEITING,62,M,Other,Other Crime,6,Yes,2020-02-29 07:00:00,2020,1,22,,20.0112475,73.7902364,20.0112475,73.7902364,20.0112475,73.7902364
515,,2020-01-22 10:00:00,23-01-2020 03:59,Jaipur,404,COUNTERFEITING,43,F,Other,Other Crime,3,Yes,2020-03-31 13:00:00,2020,1,22,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
516,,2020-01-22 11:00:00,23-01-2020 03:19,Delhi,454,FRAUD,69,M,Explosives,Other Crime,10,Yes,2020-04-07 06:00:00,2020,1,22,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
521,,2020-01-22 16:00:00,22-01-2020 18:23,Mumbai,259,ROBBERY,73,F,Firearm,Violent Crime,2,Yes,2020-04-23 21:00:00,2020,1,22,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
523,,2020-01-22 18:00:00,22-01-2020 22:01,Ludhiana,428,COUNTERFEITING,64,M,Firearm,Other Crime,19,Yes,2020-02-09 21:00:00,2020,1,22,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
524,,2020-01-22 19:00:00,23-01-2020 12:14,Delhi,336,VEHICLE - STOLEN,34,F,Other,Violent Crime,2,Yes,2020-03-07 13:00:00,2020,1,22,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
526,,2020-01-22 21:00:00,23-01-2020 08:08,Hyderabad,460,HOMICIDE,11,F,Explosives,Other Crime,12,Yes,2020-09-05 04:00:00,2020,1,22,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
528,,2020-01-22 23:00:00,23-01-2020 22:38,Vasai,137,COUNTERFEITING,38,F,Poison,Other Crime,9,Yes,2020-03-21 04:00:00,2020,1,22,,19.3428238,72.805441,19.3428238,72.805441,19.3428238,72.805441
531,,2020-01-23 02:00:00,23-01-2020 15:30,Ahmedabad,395,FIREARM OFFENSE,13,M,Explosives,Fire Accident,2,Yes,2020-03-20 16:00:00,2020,1,23,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
532,,2020-01-23 03:00:00,23-01-2020 13:37,Visakhapatnam,466,DOMESTIC VIOLENCE,33,M,Other,Violent Crime,4,Yes,2020-02-11 18:00:00,2020,1,23,,17.6935526,83.2921297,17.6935526,83.2921297,17.6935526,83.2921297
533,,2020-01-23 04:00:00,23-01-2020 20:01,Rajkot,403,HOMICIDE,49,M,Knife,Other Crime,16,Yes,2022-01-07 08:00:00,2020,1,23,,22.3053263,70.8028377,22.3053263,70.8028377,22.3053263,70.8028377
534,,2020-01-23 05:00:00,23-01-2020 20:11,Delhi,129,COUNTERFEITING,74,M,Other,Other Crime,8,Yes,2020-03-01 17:00:00,2020,1,23,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
536,,2020-01-23 07:00:00,23-01-2020 11:50,Pune,564,EXTORTION,68,F,Knife,Other Crime,4,Yes,2020-03-09 17:00:00,2020,1,23,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
537,,2020-01-23 08:00:00,23-01-2020 12:43,Kolkata,265,SEXUAL ASSAULT,26,M,Poison,Violent Crime,7,Yes,2021-02-15 06:00:00,2020,1,23,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
541,,2020-01-23 12:00:00,23-01-2020 22:23,Mumbai,398,COUNTERFEITING,29,M,Firearm,Other Crime,14,Yes,2020-02-19 07:00:00,2020,1,23,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
544,,2020-01-23 15:00:00,24-01-2020 08:10,Jaipur,195,PUBLIC INTOXICATION,24,F,Other,Other Crime,3,Yes,2020-02-01 03:00:00,2020,1,23,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
547,,2020-01-23 18:00:00,23-01-2020 21:27,Mumbai,536,ILLEGAL POSSESSION,64,M,Blunt Object,Other Crime,9,Yes,2020-03-22 13:00:00,2020,1,23,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
550,,2020-01-23 21:00:00,24-01-2020 14:37,Mumbai,418,FIREARM OFFENSE,30,M,Firearm,Fire Accident,13,Yes,2020-02-25 04:00:00,2020,1,23,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
552,,2020-01-23 23:00:00,24-01-2020 01:00,Ghaziabad,520,SEXUAL ASSAULT,13,F,Explosives,Violent Crime,9,Yes,2021-09-06 09:00:00,2020,1,23,,28.7749966,77.4586967,28.7749966,77.4586967,28.7749966,77.4586967
553,,2020-01-24 00:00:00,24-01-2020 16:52,Mumbai,377,ROBBERY,79,F,Knife,Violent Crime,9,Yes,2020-05-12 23:00:00,2020,1,24,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
555,,2020-01-24 02:00:00,24-01-2020 06:09,Ludhiana,367,KIDNAPPING,11,F,Explosives,Other Crime,17,Yes,2020-03-20 15:00:00,2020,1,24,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
557,,2020-01-24 04:00:00,24-01-2020 20:20,Nagpur,465,TRAFFIC VIOLATION,43,F,Unknown,Traffic Fatality,2,Yes,2020-02-07 11:00:00,2020,1,24,,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
558,,2020-01-24 05:00:00,24-01-2020 15:13,Ludhiana,415,ROBBERY,51,F,Firearm,Violent Crime,5,Yes,2020-05-23 18:00:00,2020,1,24,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
563,,2020-01-24 10:00:00,24-01-2020 22:46,Jaipur,293,SHOPLIFTING,61,F,Knife,Other Crime,3,Yes,2020-04-03 23:00:00,2020,1,24,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
568,,2020-01-24 15:00:00,25-01-2020 07:20,Kolkata,176,SEXUAL ASSAULT,73,F,Firearm,Violent Crime,18,Yes,2021-04-26 18:00:00,2020,1,24,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
570,,2020-01-24 17:00:00,25-01-2020 11:38,Indore,461,ASSAULT,10,F,Knife,Violent Crime,17,Yes,2020-02-06 05:00:00,2020,1,24,,22.7203616,75.8681996,22.7203616,75.8681996,22.7203616,75.8681996
571,,2020-01-24 18:00:00,25-01-2020 14:52,Visakhapatnam,495,CYBERCRIME,21,F,Knife,Other Crime,18,Yes,2020-03-27 02:00:00,2020,1,24,,17.6935526,83.2921297,17.6935526,83.2921297,17.6935526,83.2921297
574,,2020-01-24 21:00:00,25-01-2020 14:58,Delhi,280,DRUG OFFENSE,31,F,Unknown,Other Crime,9,Yes,2020-04-23 00:00:00,2020,1,24,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
575,,2020-01-24 22:00:00,24-01-2020 23:53,Ahmedabad,589,IDENTITY THEFT,13,F,Unknown,Violent Crime,4,Yes,2020-02-03 15:00:00,2020,1,24,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
576,,2020-01-24 23:00:00,25-01-2020 18:54,Varanasi,522,FIREARM OFFENSE,30,F,Firearm,Fire Accident,18,Yes,2020-02-21 05:00:00,2020,1,24,,25.3356491,83.0076292,25.3356491,83.0076292,25.3356491,83.0076292
582,,2020-01-25 05:00:00,26-01-2020 04:43,Delhi,196,VANDALISM,69,M,Poison,Other Crime,4,Yes,2020-02-16 10:00:00,2020,1,25,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
583,,2020-01-25 06:00:00,25-01-2020 18:33,Pune,377,EXTORTION,13,M,Other,Other Crime,4,Yes,2020-03-13 02:00:00,2020,1,25,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
588,,2020-01-25 11:00:00,26-01-2020 04:33,Jaipur,273,BURGLARY,59,M,Unknown,Other Crime,4,Yes,2020-05-16 08:00:00,2020,1,25,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
590,,2020-01-25 13:00:00,25-01-2020 21:28,Jaipur,572,KIDNAPPING,53,F,Knife,Other Crime,5,Yes,2020-02-03 19:00:00,2020,1,25,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
591,,2020-01-25 14:00:00,25-01-2020 23:38,Kolkata,320,IDENTITY THEFT,16,M,Blunt Object,Violent Crime,7,Yes,2020-02-06 10:00:00,2020,1,25,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
596,,2020-01-25 19:00:00,26-01-2020 15:56,Bangalore,509,SHOPLIFTING,11,F,Poison,Other Crime,9,Yes,2020-03-11 16:00:00,2020,1,25,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
597,,2020-01-25 20:00:00,26-01-2020 03:36,Pune,202,PUBLIC INTOXICATION,12,F,Explosives,Other Crime,14,Yes,2020-02-26 08:00:00,2020,1,25,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
598,,2020-01-25 21:00:00,26-01-2020 11:18,Chennai,337,TRAFFIC VIOLATION,35,F,Other,Traffic Fatality,16,Yes,2020-02-14 12:00:00,2020,1,25,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
599,,2020-01-25 22:00:00,26-01-2020 19:04,Bangalore,375,DOMESTIC VIOLENCE,70,M,Explosives,Violent Crime,9,Yes,2020-04-02 12:00:00,2020,1,25,,12.9767936,77.590082,12.9767936,77.590082,12.9767936,77.590082
601,,2020-01-26 00:00:00,26-01-2020 22:59,Jaipur,397,SHOPLIFTING,41,M,Firearm,Other Crime,12,Yes,2020-02-08 20:00:00,2020,1,26,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
602,,2020-01-26 01:00:00,26-01-2020 22:50,Nagpur,188,HOMICIDE,41,F,Firearm,Other Crime,2,Yes,2020-12-11 17:00:00,2020,1,26,,21.1498134,79.0820556,21.1498134,79.0820556,21.1498134,79.0820556
603,,2020-01-26 02:00:00,26-01-2020 17:23,Mumbai,287,ROBBERY,41,F,Knife,Violent Crime,6,Yes,2020-07-09 01:00:00,2020,1,26,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
604,,2020-01-26 03:00:00,26-01-2020 23:12,Jaipur,425,VEHICLE - STOLEN,46,F,Unknown,Violent Crime,18,Yes,2020-04-22 02:00:00,2020,1,26,,26.9154576,75.8189817,26.9154576,75.8189817,26.9154576,75.8189817
606,,2020-01-26 05:00:00,26-01-2020 22:18,Chennai,459,CYBERCRIME,20,F,Explosives,Other Crime,5,Yes,2020-03-09 12:00:00,2020,1,26,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
607,,2020-01-26 06:00:00,26-01-2020 17:37,Delhi,486,ROBBERY,15,F,Poison,Violent Crime,3,Yes,2020-04-05 15:00:00,2020,1,26,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
610,,2020-01-26 09:00:00,26-01-2020 10:59,Mumbai,232,EXTORTION,38,F,Knife,Other Crime,15,Yes,2020-03-08 13:00:00,2020,1,26,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
612,,2020-01-26 11:00:00,26-01-2020 16:22,Pune,514,FRAUD,32,F,Other,Other Crime,6,Yes,2020-03-28 14:00:00,2020,1,26,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
613,,2020-01-26 12:00:00,26-01-2020 19:52,Srinagar,501,COUNTERFEITING,29,M,Unknown,Other Crime,15,Yes,2020-03-29 12:00:00,2020,1,26,,34.0747444,74.8204443,34.0747444,74.8204443,34.0747444,74.8204443
614,,2020-01-26 13:00:00,26-01-2020 16:30,Indore,511,FIREARM OFFENSE,25,F,Other,Fire Accident,17,Yes,2020-04-01 12:00:00,2020,1,26,,22.7203616,75.8681996,22.7203616,75.8681996,22.7203616,75.8681996
615,,2020-01-26 14:00:00,26-01-2020 15:00,Mumbai,253,EXTORTION,46,F,Poison,Other Crime,3,Yes,2020-03-10 10:00:00,2020,1,26,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
616,,2020-01-26 15:00:00,27-01-2020 14:06,Pune,329,DRUG OFFENSE,70,F,Explosives,Other Crime,11,Yes,2020-02-15 14:00:00,2020,1,26,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
618,,2020-01-26 17:00:00,27-01-2020 16:03,Delhi,461,DRUG OFFENSE,42,F,Poison,Other Crime,3,Yes,2020-02-28 03:00:00,2020,1,26,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
620,,2020-01-26 19:00:00,27-01-2020 05:49,Delhi,400,EXTORTION,34,F,Firearm,Other Crime,9,Yes,2020-03-02 15:00:00,2020,1,26,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
622,,2020-01-26 21:00:00,27-01-2020 03:18,Mumbai,489,ILLEGAL POSSESSION,77,F,Firearm,Other Crime,11,Yes,2020-03-20 18:00:00,2020,1,26,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
623,,2020-01-26 22:00:00,27-01-2020 09:09,Bhopal,399,DOMESTIC VIOLENCE,48,F,Blunt Object,Violent Crime,14,Yes,2020-04-19 23:00:00,2020,1,26,,23.2584857,77.401989,23.2584857,77.401989,23.2584857,77.401989
626,,2020-01-27 01:00:00,27-01-2020 09:24,Agra,391,PUBLIC INTOXICATION,47,M,Unknown,Other Crime,17,Yes,2020-02-05 22:00:00,2020,1,27,,27.1752554,78.0098161,27.1752554,78.0098161,27.1752554,78.0098161
627,,2020-01-27 02:00:00,27-01-2020 21:30,Kalyan,202,TRAFFIC VIOLATION,77,M,Unknown,Traffic Fatality,18,Yes,2020-01-29 17:00:00,2020,1,27,,19.2396742,73.1366482,19.2396742,73.1366482,19.2396742,73.1366482
628,,2020-01-27 03:00:00,27-01-2020 22:52,Ahmedabad,187,HOMICIDE,12,M,Poison,Other Crime,12,Yes,2020-12-11 14:00:00,2020,1,27,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
630,,2020-01-27 05:00:00,27-01-2020 11:22,Pune,462,SHOPLIFTING,19,M,Unknown,Other Crime,3,Yes,2020-02-27 01:00:00,2020,1,27,,18.5213738,73.8545071,18.5213738,73.8545071,18.5213738,73.8545071
631,,2020-01-27 06:00:00,27-01-2020 23:23,Chennai,296,SHOPLIFTING,18,F,Unknown,Other Crime,3,Yes,2020-02-08 13:00:00,2020,1,27,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
633,,2020-01-27 08:00:00,27-01-2020 21:26,Agra,267,CYBERCRIME,60,F,Knife,Other Crime,8,Yes,2020-04-11 09:00:00,2020,1,27,,27.1752554,78.0098161,27.1752554,78.0098161,27.1752554,78.0098161
634,,2020-01-27 09:00:00,27-01-2020 19:36,Mumbai,182,CYBERCRIME,32,F,Unknown,Other Crime,2,Yes,2020-03-02 05:00:00,2020,1,27,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
635,,2020-01-27 10:00:00,27-01-2020 11:07,Chennai,379,SHOPLIFTING,28,F,Knife,Other Crime,10,Yes,2020-02-24 23:00:00,2020,1,27,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
637,,2020-01-27 12:00:00,27-01-2020 13:44,Lucknow,325,BURGLARY,49,F,Unknown,Other Crime,3,Yes,2020-04-12 15:00:00,2020,1,27,,26.8381,80.9346001,26.8381,80.9346001,26.8381,80.9346001
639,,2020-01-27 14:00:00,27-01-2020 20:45,Kolkata,470,DOMESTIC VIOLENCE,37,F,Explosives,Violent Crime,11,Yes,2020-03-15 08:00:00,2020,1,27,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
644,,2020-01-27 19:00:00,28-01-2020 06:21,Chennai,570,COUNTERFEITING,77,M,Poison,Other Crime,3,Yes,2020-03-21 12:00:00,2020,1,27,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
645,,2020-01-27 20:00:00,28-01-2020 18:11,Hyderabad,129,ASSAULT,43,F,Other,Violent Crime,13,Yes,2020-03-22 18:00:00,2020,1,27,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
646,,2020-01-27 21:00:00,28-01-2020 16:45,Hyderabad,529,ASSAULT,37,F,Knife,Violent Crime,16,Yes,2020-04-05 00:00:00,2020,1,27,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
647,,2020-01-27 22:00:00,28-01-2020 13:26,Indore,404,CYBERCRIME,11,F,Other,Other Crime,2,Yes,2020-03-14 11:00:00,2020,1,27,,22.7203616,75.8681996,22.7203616,75.8681996,22.7203616,75.8681996
648,,2020-01-27 23:00:00,28-01-2020 20:14,Ghaziabad,221,IDENTITY THEFT,22,F,Poison,Violent Crime,4,Yes,2020-03-28 10:00:00,2020,1,27,,28.7749966,77.4586967,28.7749966,77.4586967,28.7749966,77.4586967
650,,2020-01-28 01:00:00,28-01-2020 19:13,Hyderabad,203,HOMICIDE,57,F,Poison,Other Crime,6,Yes,2021-11-28 07:00:00,2020,1,28,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
651,,2020-01-28 02:00:00,28-01-2020 05:13,Chennai,431,VANDALISM,62,M,Knife,Other Crime,9,Yes,2020-02-10 06:00:00,2020,1,28,,13.0836939,80.270186,13.0836939,80.270186,13.0836939,80.270186
655,,2020-01-28 06:00:00,29-01-2020 03:24,Kanpur,495,EXTORTION,30,M,Knife,Other Crime,6,Yes,2020-03-09 11:00:00,2020,1,28,,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
656,,2020-01-28 07:00:00,28-01-2020 08:43,Kolkata,293,SEXUAL ASSAULT,68,F,Explosives,Violent Crime,14,Yes,2021-10-09 11:00:00,2020,1,28,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
659,,2020-01-28 10:00:00,28-01-2020 16:40,Kolkata,264,IDENTITY THEFT,70,F,Other,Violent Crime,17,Yes,2020-02-16 03:00:00,2020,1,28,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
663,,2020-01-28 14:00:00,28-01-2020 14:21,Kolkata,544,ASSAULT,33,F,Poison,Violent Crime,10,Yes,2020-03-07 05:00:00,2020,1,28,,22.5726459,88.3638953,22.5726459,88.3638953,22.5726459,88.3638953
665,,2020-01-28 16:00:00,29-01-2020 15:07,Ghaziabad,168,SHOPLIFTING,54,F,Other,Other Crime,19,Yes,2020-02-13 02:00:00,2020,1,28,,28.7749966,77.4586967,28.7749966,77.4586967,28.7749966,77.4586967
666,,2020-01-28 17:00:00,29-01-2020 00:04,Delhi,371,BURGLARY,32,F,Poison,Other Crime,3,Yes,2020-06-19 09:00:00,2020,1,28,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
668,,2020-01-28 19:00:00,29-01-2020 12:27,Delhi,386,VEHICLE - STOLEN,43,F,Explosives,Violent Crime,4,Yes,2020-04-27 01:00:00,2020,1,28,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
669,,2020-01-28 20:00:00,29-01-2020 14:01,Hyderabad,447,SEXUAL ASSAULT,49,M,Explosives,Violent Crime,1,Yes,2022-01-26 14:00:00,2020,1,28,,17.360589,78.4740613,17.360589,78.4740613,17.360589,78.4740613
670,,2020-01-28 21:00:00,29-01-2020 01:18,Mumbai,380,ARSON,54,F,Unknown,Fire Accident,12,Yes,2020-03-20 22:00:00,2020,1,28,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
679,,2020-01-29 06:00:00,29-01-2020 10:17,Kalyan,268,HOMICIDE,26,F,Explosives,Other Crime,12,Yes,2021-02-18 05:00:00,2020,1,29,,19.2396742,73.1366482,19.2396742,73.1366482,19.2396742,73.1366482
681,,2020-01-29 08:00:00,30-01-2020 05:29,Delhi,538,VANDALISM,25,F,Other,Other Crime,18,Yes,2020-02-17 19:00:00,2020,1,29,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
682,,2020-01-29 09:00:00,29-01-2020 15:09,Thane,546,SEXUAL ASSAULT,66,F,Explosives,Violent Crime,16,Yes,2021-10-06 14:00:00,2020,1,29,,19.1943294,72.9701779,19.1943294,72.9701779,19.1943294,72.9701779
683,,2020-01-29 10:00:00,30-01-2020 03:16,Delhi,361,IDENTITY THEFT,55,F,Knife,Violent Crime,17,Yes,2020-03-08 13:00:00,2020,1,29,,28.6328027,77.2197713,28.6328027,77.2197713,28.6328027,77.2197713
684,,2020-01-29 11:00:00,30-01-2020 02:14,Mumbai,489,BURGLARY,24,F,Knife,Other Crime,5,Yes,2020-03-24 07:00:00,2020,1,29,,19.054999,72.8692035,19.054999,72.8692035,19.054999,72.8692035
695,2020-01-02 05:00:00,2020-01-29 22:00:00,30-01-2020 19:49,Kanpur,453,ROBBERY,52,F,Knife,Violent Crime,15,Yes,2020-04-02 05:00:00,2020,1,29,,26.4609135,80.3217588,26.4609135,80.3217588,26.4609135,80.3217588
696,,2020-01-29 23:00:00,30-01-2020 13:11,Ahmedabad,418,DOMESTIC VIOLENCE,50,M,Other,Violent Crime,14,Yes,2020-03-25 08:00:00,2020,1,29,,23.0215374,72.5800568,23.0215374,72.5800568,23.0215374,72.5800568
697,,2020-01-30 00:00:00,30-01-2020 14:39,Thane,347,BURGLARY,18,F,Poison,Other Crime,10,Yes,2020-05-05 01:00:00,2020,1,30,,19.1943294,72.9701779,19.1943294,72.9701779,19.1943294,72.9701779
698,2020-01-02 19:00:00,2020-01-30 01:00:00,30-01-2020 14:06,Ludhiana,570,FIREARM OFFENSE,18,F,Explosives,Fire Accident,8,Yes,2020-04-25 19:00:00,2020,1,30,,30.9090157,75.851601,30.9090157,75.851601,30.9090157,75.851601
703,2020-01-02 19:00:00,2020-01-30 06:00:00,30-01-2020 21:37,Visakhapatnam,301,ROBBERY,28,F,Knife,Violent Crime,15,Yes,2020-06-20 19:00:00,2020,1,30,,17.6935526,83.2921297,17.6935526,83.2921297,17.6935526,83.2921297
